County Reporting,Date of Interview,Name of Employer,# employees at work place,Size Category          Small(0-50)           Large (50+),# of tobacco users at work place,Does employer hire tobacco users?             --yes or no,"Does employer provide health insurance?  yes or no?  If no, proceed to column Y.",Please select type of insurance coverage:  self-insured or fully-insured,Insurance Carrier,"Please select one employer sector: government, healthcare, or business (including private or non-profit)",Any tobacco cessation coverage?,Patch NRT OTC Covered?                     -- Yes or No,Gum NRT OTC Covered?                      -- Yes or No,Lozenge NRT OTC Covered?                    -- yes or no,Covered OTC only?,Inhaler NRT RX Covered?                    -- yes or no,Nose Spray RX Covered?                    -- yes or no,Bupropion RX  Covered?                   -- yes or no,Varenicline RX Covered?                    -- yes or no,Covered RX only?,Covered both OTC and RX?,Individual Counseling Covered?                   -- yes or no,Phone Counseling Covered?                    -- yes or no,Group Counseling Covered?                      -- yes or no,Web Based Counseling Covered?    -- yes or no,Covered some types of counseling?,Covered all types of counseling?,Covers at least 2 Quit Attempts provided per year                  -- yes or no,Are a combination of both cessation medication and counseling covered?,"Any barriers to coverage, such as counseling before medications or    co-pays?             --yes or no","Extent of TFG Policy Coverage -- 100% SFG, 100% TFG, SFIW, or SFIWO     ",E-cigs included in policy as restricted yes or no,Silver FTCA Medication Criteria Met,Gold FTCA Medication Criteria Met,Baseline SOC      BENEFIT,Baseline SOC           TFG Policy,Baseline SOC            Promote Encourage Provide,BaselineWas a referral to a local AHEC  made for this employer this quarter?           Yes or No,Q-1        FY(13-14) SOC      BENEFIT,Q-1        FY(13-14) SOC      TFG Policy,Q-1        FY(13-14) SOC         Promote Encourage Provide,Q-1        Was a referral to a local AHEC  made for this employer this quarter?           Yes or No,Q-2        FY(13-14) SOC      BENEFIT,Q-2        FY(13-14) SOC      TFG Policy,Q-2        FY(13-14) SOC         Promote Encourage Provide,Q-2      Was a referral to a local AHEC  made for this employer this quarter?           Yes or No,Q-3        FY(13-14) SOC      BENEFIT,Q-3        FY(13-14) SOC      TFG Policy,Q-3        FY(13-14) SOC         Promote Encourage Provide,Q-3      Was a referral to a local AHEC  made for this employer this quarter?           Yes or No,Q-4        FY(13-14) SOC      BENEFIT,Q-4        FY(13-14) SOC      TFG Policy,Q-4        FY(13-14) SOC         Promote Encourage Provide,Q-4      Was a referral to a local AHEC  made for this employer this quarter?           Yes or No,"Briefly describe any progress made with this employer from baseline interview.                  (For example, has an employer strengthened a campus policy, instituted a no-hire policy,   increased benefit coverage, or made a decision to do so?  Have you sent this employer emails or information newsletters to maintain regular communication?  Have you spoken by phone or face-fo-face?)","Briefly describe any plans, opportunities or potential strategies to engage this employer in the coming quarter to move them from one stage of change to another."
Calhoun,5/23/2013,NF Child Development,9,1,2,1,1,99,4,99,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,No,1,1,1,No,1,1,2,No,1,1,2,No,1,1,2,No,Phone contact made with employer this quarter.  They are under new ma88gement.  This ma88ger actually contacted me with hopes for a partership in the future.  I asked to set up a time to schedule a face-to-face meeting in the near future.,Planning a face-to-face meeting in the near future to see where new mangament stands with ECC.
Calhoun,4/8/1900,City of Blountstown,47,1,99,1,1,99,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,No,1,1,2,No,1,1,2,No,1,1,2,No,1,1,2,No,"I have spoken face to face with this employer.  They currently do have a tobacco free policy inside the city building, and city vehicles, but do not currently have desig88ted smoking areas at the facilities.  I have supplied information about the local iQuit classes offered at the Calhoun Liberty Hospital monthly.  This employer continutes to promote 3 ways to quit."," The members of the city council verbally have showed their support, and working towards policies to have them pass for the city will be something that I will be working toward in the future."
Calhoun,4/8/1900,Calhoun County School District,357,2,99,1,1,99,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,5,5,No,1,5,5,No,1,5,5,No,1,5,5,No,1,5,5,No,Face to face contact made with this employer this quarter.  At this time there is no issues with tobacco use from school board employees as the policy meets all 12 policy measures.  This prevents any issues with tobacco related incidents. ,"I have offered to assist them with some sig88ge that says ""Tobacco Free Grounds"".  These signs have the Calhoun County Tobacco Free Partnership Information on them as well."
Calhoun,4/8/1900,Calhoun County Clerk of Court Office,13,1,0,1,1,99,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,1,1,2,No,1,1,2,No,1,1,2,No,1,1,2,No,1,1,3,No,Phone calls made to employer with information about the local iQuit classes offered at the Calhoun Liberty Hospital monthly.  This employer continutes to promote 3 ways to quit.,"Contact to offer I Quit classes, and discuss possible strategies within the correctio88l facility.   Try to arrange an AHEC Iquit class within the facility."
Calhoun,8/28/2013,Blountstown Health and Rehabilatation Center,132,2,50,1,1,99,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,No,88,88,88,88,1,2,2,No,1,2,2,No,1,2,3,No,Recognized Blountstown Health and Rehabilitation Center this quarter in a local PSA for collaborating and being interested in implementing or increasing cessation services to their employees.  ,Planning to set up an in-house iQuit class provided by AHEC in the near future.  This employer has asked and has several employees willing to participate.
Calhoun,8/20/2013,Summer's Sugar Shack,5,1,2,1,2,99,99,3,88,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,No,88,88,88,88,1,1,2,No,88,88,88,88,88,88,88,88,This employer has went out of business.,This employer has went out of business.
Calhoun,10/77/13,Blountstown Police Department,16,1,0,1,1,99,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,2,No,88,88,88,88,88,88,88,88,1,5,3,No,1,5,3,No,Tobacco free grounds signs have  been provided for employer.  This employer continues to promote 3 ways to quit.,Maintain an open line of communication with this employer.
Calhoun,12/12/2013,Blountstown Drugs,15,1,0,1,1,99,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,No,88,88,88,88,88,88,88,88,1,2,2,No,1,2,2,No,Face-to-face contact made with this employer this quarter.  They currently do not have any employees that use tobacco but are willing to post flyers within their establisment for upcoming dates of the Iquit classes.,Maintin and open line of communication with this employer to be available for future assistance as needed.
Calhoun,1/20/2014,Tavern on the Hill,17,1,8,1,2,99,88,3,88,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,2,No,88,88,88,88,88,88,88,88,88,88,88,88,1,5,2,No,Employer interviewed in Qtr 3.  No baseline previously estrablished,"Employer does currently have several tobacco users employed and although they do not offer health insurance/benefits at this time, employer does agree to refer to iquit and 3 was to quit as needed as well as posting tobacco free signs in the break area."
Calhoun,2/24/2014,"Mike Blackburn Welding, LLC.",10,1,3,1,2,99,88,3,88,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,99,2,2,2,1,1,2,No,88,88,88,88,88,88,88,88,88,88,88,88,1,1,3,No,Employer interviewed in Qtr 3.  No baseline previously estrablished,This employer has employees that currently use spit tobacco.  They are interested in learning more about 3 ways to quit and what they provide.  TPS also plans to provide education on the dangers of spit tobacco.
Calhoun,5/27/2014,Burger King,26,1,13,1,1,99,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,77,2,2,1,1,2,No,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,Employer interviewed in Qtr 4.  No baseline previously established,Plan to try to see a copy of the tobacco policy for Burger King.  Will maintain open line of communication with this employer to be availabale for future assistance as needed.
Calhoun,6/5/2014,Gateway Childcare,9,1,0,1,2,99,88,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,99,77,99,2,1,77,77,1,5,2,No,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,Employer interviewed in Qtr 4.  No baseline previously established,Will be gathering Tobacco Free Grounds signs for this daycare per their request.
Charlotte,8/14/2012,Charlotte State Bank,27,1,10,99,1,99,6,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,1,99,2,77,77,2,2,4,99,2,2,4,no,1,1,1,no,1,1,1,no,1,1,1,NO,"attempted to reach by phone , no response. QTR 2 - no response to calls or email regarding GASO by HR. QTR 3 Talked to at Expo but no commitment QTR 4 - not responsive to email",Working thru HR contact to interest wellness committee in GASO. Will try to reconnect though Chamber contacts at Feb Expo. Recontact thru  CCSHRMA ?
Charlotte,8/21/2012,Sun Coast Media Group,400,2,150,99,1,99,2,3,1,1,1,99,2,99,99,1,1,2,1,99,99,99,99,77,77,2,77,77,1,99,77,77,5,5,5,99,5,5,5,no,5,5,5,no,5,5,5,no,5,5,5,no,"did not attempt to reach because they have no hire clause & TFG did not see need at this time. QTR 2-  Spoke with HR who stated that because smoke /nicotine tested for & not allowed as part of hire, they did not have or need e-cig language at this time. QTR 3- did not contact QTR4 -did not contact",none at this time. Do use company 88me as example for the community. QTR 2- no change in policy will continue to touch base from time to time perhaps send e cig  defi88tion & suggested policy restriction language with note at later date 
Charlotte,11/30/2012,"Charlotte County Healthy Start Coalition, Inc.",4,1,0,99,1,99,2,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,1,99,2,77,77,1,1,4,99,1,1,4,no,1,1,4,no,1,1,4,no,1,1,4,no," Employer does not have any employees who use tobacco. As a Partnership member, recieves regular info.thru mtgs.,Posts info on AHEC & 3 ways regularly.  QTR 2- Partner used online newsletter & email to send GASO information to community partners & agency clients.Regualr f/f and phone communication. QTR 3- talked but no change. QTR 4 - no change, upcoming key leadership change for organization   ",Continue to provide information & involve in TF holidays. Provide e-cig language for future consideration. Will need to recreat new relationship with new leadership whtn they come onboard
Charlotte,11/28/2012,"Palm Automotive Mgmt, Inc. ",260,2,99,99,1,99,4,99,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,77,99,2,77,77,2,1,1,99,2,1,1,no,2,1,1,No,2,1,1,no,2,1,1,no,"Attempted to reach by phone, no response.QTR 2 Not responsive. GASO email sent to contact no response. QTR 3 - contact attempted by phone -no response.QTR 4 - contact attempted by phone -no response","trying to involve in GASO, As indicated past interst in GASO Promo. Will send.  Will continue periodic calls  "
Charlotte,11/20/2012,Encore National Bank ,40,1,99,99,1,2,77,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,1,99,2,77,77,1,1,1,99,1,1,1,no,1,1,1,no,1,1,1,no,1,1,1,no,"HR located out of county, no response. QTR 2 - did not contact, TPS in neighboring county does not have contact w/ HR .QTR 3 Did followup at chamber expo- no change as indicated by employee contact. No progress","work with neighboring county TPS to reach key HR contact. Will consider trying to work through employee contact with future information. Since the Bank is very involved in the local Chamber, future activities done thru the Chamber may reach key local leadership but it is difficlut to reach HR mgmt. work thru Collier County"
Charlotte,2/26/2013,Signature Healthcare,225,2,77,1,1,2,6,2,1,99,99,99,77,99,99,99,99,77,77,99,1,99,1,1,77,2,77,77,99,2,77,77,2,3,3,99,2,2,2,Yes,2,2,2,NO,2,2,2,no,2,3,2,No,"initial response by this employer was very postive, they had indicated a readiness to change. HR Mgr has not responded to followup email and calls from both TPS & AHEC. QTR 2- no response to followup call to HR QTR 3- have emailed and tried to call , no response by CEO or HR. QTR4 Dropped in on HR Director 6/6, facilities has made changes to resident & staff  smoking areas to make them more restrictive. New administrator since April 2014.  Will need to met with new person",Trying to involve in GASO . Will reach out directly to CEO. Send email and try followup through business expo. Considering a cold call over 4 qtr. Set up meeting with new Administrator -Tracey Hooks during the summer to explain program. Will provide AHEC with 88me of new Administrator depending on level of interest.
Charlotte,2/26/2013,Goodwill Industries,99,99,99,99,99,99,99,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,77,99,2,77,77,99,99,99,99,1,1,1,no,1,1,1,No,1,1,1,no,1,1,1,no," orgi88l person interviewed was not interested, Contact discontinued at this time",none at this time. 
Charlotte,6/18/2013,Monarch Printing,10,1,3,99,1,99,4,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,77,99,2,77,77,99,99,99,99,1,2,2,no,2,2,4,N,2,2,4,no,2,2,4,no,followup info on community cessation classes sent. QTR 2 - Participated in GASO. Owner sent email blast to all clients/customer list to encourge them to participate in GASO & link to TFF 3 Ways to Quit. QTR 3 - we keep in contact but no pressure,Trying to involve in GASO. Continue to encourage them to move towards written policy and include e cig language
Charlotte,6/18/2013,DTJ State Veteran's ,176,2,30,99,1,99,4,1,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,77,1,2,77,77,99,99,99,99,4,4,3,yes,5,5,3,yes,5,5,3,no,5,5,3,yes,"email followup sent. QTR 2 AHEC has reached out via email & phone but they have not been sucessful setting up a onsite class. GASO email sent to Director but she did not respond. Qtr 3 -  emailled new AHEC flyer,no direct contact. Qtr 4 - spoke on phone with Janice Penczykowski, Staff Development who expressed willingness to post cessation class information and was also interested in E-cig language. Use of e-cig had recently come up in staff discussion. Facility has not posted exter88l sig88ge and would be interssted in assistance. ",Was referred to AHEC for followup in July &  discussed as part of collaboration meeting. Opportunity to support new SF sig88ge for campus. GASO opportunity. Will followup again regarding sig88ge & cessation classes. Additions to policy language must follow State guidelines as they are a state facility. QTR 4 - new staff develpment contact info provided to AHEC 
Charlotte County Public Schools,01.19.2012,Charlotte County School District,2250,2,250,99,1,1,11,4,1,1,1,1,77,2,2,99,99,77,77,1,2,2,2,1,2,99,1,99,99,1,1,2,3,4,4,99,3,5,4,yes,3,5,5,YES,3,5,5,yes,4,5,5,no,"As a Partnership member, recieves regular info.thru mtgs.,Posts info on AHEC & 3 ways regularly. Has been in contact with AHEC but not offering classes at this time.QTR 2 Regular F/F communication .Posted GASO info for employees through wellness mgr. Continues to provide AHEC info to staff but not offer onsite prg. QTR 3-  Upcoming change of benefits was announced by memo to staff,  AHEC Cessation classes began end of March and will continue for rest of year   QTR 4  Staff memo highlights TFG enforcement- TFG policy supported by purchase of  banners for all school district locations.  Banner Presentation made to School Board5/6/14. Direct contact with HR staff, AHEC classes continue. Benefits discussion for 14-15 enrollment started; implications of  ACA being addressed. No decisions made at this time. Employer provided details for plan coverages qestions L-X and benefits summary for 2014","Invite to partcipate in 2013 GASO.AHEC participating in Employer fair as a result of Partnership involvement. New HR Administrator, will plan meeting in 2014. met with new HR superitendent very sucessful . Will continue periodic contact. New benefits will be offered in 2014-15. Plan share TFF WEEK materials with employee wellness clinic. TFF materials not needed; AHEC provided promotio88l materials as part of outrach for ongoing classes. WNTD info sent to Wellness Coordi88tor  Continued offer of support for 2014-15 enrollment period."
Charlotte,2/16/2012,Charlotte County Government,770,2,300,1,1,1,7,6,1,99,99,99,77,99,99,99,1,77,77,1,1,99,99,1,77,99,77,99,99,2,77,77,5,2,3,99,4,2,4,no,4,2,4,NO,4,2,4,no,4,2,4,no," based on f/f mtg with staff, made change premium for benefit coverage,instituted annual nicotine testing,increased in-house cessation opportunties .  New contacts made. QTR 2,phone followup regarding ecig , SOC on TFG, and new benefits. Information on TFF ,""3 Ways""provided to employee wellness clinic staff. ",will provide new contacts with information on TFF cessation information for those not involved inhouse employee prg. Will continue to provide resources to employee wellnes clinic and sample language to county staff. Plan share TFF WEEK materials with  employee wellness clinic
Charlotte,2/16/2012,City of Punta Gorda,257,2,77,1,1,1,4,5,1,99,99,99,77,99,99,99,99,77,77,1,99,99,99,1,77,99,77,99,99,2,77,77,2,3,1,99,2,3,1,no,2,2,1,no,2,2,1,no,2,2,1,no,U88ble to reach. QTR 2 Policy unchanged. E-cig not included. Initial interst seems to have taken a back burner by City staff. QTR3-  no contact with HR/risk mgr. QTR4 - policy unchanged per website. HR mgr did not return calls. Several memebers of City Council recieve regular email & engage in  e-cig and policy issues but this does not seem to influence staff,Will continue to try to followup with HR staff. Will promote opportunity to update policy with regard to e-cigs
Charlotte,8/19/2013,Mr Appliance of Port Charlotte,5,1,1,1,2,99,99,3,88,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,99,77,99,4,2,77,77,1,2,2,no,88,88,88,no,1,2,2,no,1,1,1,no,1,1,1,no,"QTR 2 - followup Email about GASO opportunty sent. QTR 3-  at businees expo ,"" too busy to at this time""  Qtr 4 no response to call",Send sample language & 3 ways info. Engage at upcoming business expo
Charlotte,9/26/2013,Drug Free Charlotte County,6,1,0,1,2,88,88,3,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,2,2,88,88,1,2,4,no,99,99,99,no,1,2,5,no,1,2,5,no,4,5,5,no,"As a Partnership member, receives regular info.thru mtgs.,Posts info on AHEC & 3 ways regularly. Participates with  promotion of Tobacco Holidays for employees and members of coalition.  QTR 2 -Promoted GASO to staff & volunteer Board. QTR 3 -talk regualry but did not make a direct push for change. QTR 4- Direct contact/provided sample policy langauge including e-cig shared with Exec Dir., Diane Ramseyer .She responded that they would "" work on it"". Offices of DFCC are located on CC Public School property which is an tobacco free Property and include e cig but DFCC policy for employees does not address e-cig.","Opportunity to update the policy language to include e cig and all tobacco products.Continue to push for written policy update. DFCC has very broad written no tobacco use policy while at work for small staff. Any change would need to be approved by BOD,  "
Charlotte,11/20/2013,Port Charlotte Honda/VW,92,2,50,1,1,2,7,3,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,3,2,77,77,1,2,2,no,88,88,88,88,99,99,99,99,1,2,2,no,1,2,2,no,"no change since initial mtg.   Qtr 4 Spoke with staff member, no change in policy but Mr Irwin has been promoted to Regio88l Mgr and dealership being remodeled.","Will continue to followup with policy language for SFG, examples of other companies sucesses, and to get more infom on the extent of existing coverage thru the current insurer. Have offered to provide speaker for a company safety mtg at later date. Opportuntiy to create SFG policy due to remodeling ? "
Charlotte,11/19/2013,C.A.R.E.,23,1,1,1,1,2,4,3,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,3,2,77,77,1,1,2,yes,88,88,88,88,99,99,99,99,1,1,2,no,1,1,2,no, no change since initial mtg. Qtr 4 no contact,"Info on community AHEC & inhouse opportunity provided. Agency has different SFG policy for staff & clients. Staff policy is SFG, Client policy allows for smoking in  outside desig88ted area. Will continue to try to get additio88l information about benefits."
