"","mosquito","site1","site2","site3","site4","site5","site6","code","nTraps","date","site7","site8","site9","site10"
"1150","M. dyari",NA,NA,NA,NA,NA,NA,48,6,2012-07-19,NA,NA,NA,NA
"1151","Psorophora  ciliata",NA,NA,NA,NA,NA,NA,51,6,2012-07-19,NA,NA,NA,NA
"1152","P. columbiae",40,11,14,31,12,64,50,6,2012-07-19,NA,NA,NA,NA
"1153","P. ferox",32,NA,21,NA,16,256,52,6,2012-07-19,NA,NA,NA,NA
"1154","P. howardii",NA,NA,NA,NA,NA,NA,54,6,2012-07-19,NA,NA,NA,NA
"1155","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,6,2012-07-19,NA,NA,NA,NA
"1156","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,6,2012-07-19,NA,NA,NA,NA
"1157","U.  lowii",NA,NA,NA,NA,NA,NA,71,6,2012-07-19,NA,NA,NA,NA
"1158","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,6,2012-07-19,NA,NA,NA,NA
"1159","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,6,2012-07-19,NA,NA,NA,NA
"1160","Aedes albopictus",7,NA,NA,NA,2,NA,2,6,2010-07-20,NA,NA,NA,NA
"1161","A. aegypti",NA,NA,NA,NA,NA,NA,3,6,2010-07-20,NA,NA,NA,NA
"1162","A. vexans",NA,NA,NA,NA,NA,NA,1,6,2010-07-20,NA,NA,NA,NA
"1163","Ochlerotatus atlanticus",269,245,13,9,4,99,9,6,2010-07-20,NA,NA,NA,NA
"1164","O. dupreei",NA,NA,NA,NA,NA,NA,18,6,2010-07-20,NA,NA,NA,NA
"1165","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,6,2010-07-20,NA,NA,NA,NA
"1166","O. infirmatus",156,291,26,2,NA,112,7,6,2010-07-20,NA,NA,NA,NA
"1167","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,6,2010-07-20,NA,NA,NA,NA
"1168","O. solicitans",NA,NA,NA,NA,NA,NA,15,6,2010-07-20,NA,NA,NA,NA
"1169","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,6,2010-07-20,NA,NA,NA,NA
"1170","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,6,2010-07-20,NA,NA,NA,NA
"1171","Anopheles crucians",127,NA,12,18,9,NA,34,6,2010-07-20,NA,NA,NA,NA
"1172","A. quadrimaculatus",NA,NA,NA,NA,NA,3,31,6,2010-07-20,NA,NA,NA,NA
"1173","Culex  erraticus",49,33,NA,NA,NA,NA,25,6,2010-07-20,NA,NA,NA,NA
"1174","C. nigrapalpus",266,127,NA,NA,26,115,42,6,2010-07-20,NA,NA,NA,NA
"1175","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,6,2010-07-20,NA,NA,NA,NA
"1176","C. restuans",NA,NA,NA,NA,NA,NA,21,6,2010-07-20,NA,NA,NA,NA
"1177","C.  salinarius",NA,NA,NA,NA,NA,NA,23,6,2010-07-20,NA,NA,NA,NA
"1178","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,6,2010-07-20,NA,NA,NA,NA
"1179","Culiseta  melanura",NA,NA,NA,NA,NA,NA,41,6,2010-07-20,NA,NA,NA,NA
"1180","Coquillettidia  perturbans",NA,NA,NA,NA,NA,NA,60,6,2010-07-20,NA,NA,NA,NA
"1181","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,6,2010-07-20,NA,NA,NA,NA
"1182","M. dyari",NA,NA,NA,NA,NA,NA,48,6,2010-07-20,NA,NA,NA,NA
"1183","Psorophora  ciliata",NA,1,NA,NA,NA,NA,51,6,2010-07-20,NA,NA,NA,NA
"1184","P. columbiae",NA,NA,NA,NA,NA,NA,50,6,2010-07-20,NA,NA,NA,NA
"1185","P. ferox",NA,NA,32,29,NA,NA,52,6,2010-07-20,NA,NA,NA,NA
"1186","P. howardii",NA,NA,NA,NA,NA,NA,54,6,2010-07-20,NA,NA,NA,NA
"1187","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,6,2010-07-20,NA,NA,NA,NA
"1188","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,6,2010-07-20,NA,NA,NA,NA
"1189","U.  lowii",NA,NA,NA,NA,NA,NA,71,6,2010-07-20,NA,NA,NA,NA
"1190","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,6,2010-07-20,NA,NA,NA,NA
"1191","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,6,2010-07-20,NA,NA,NA,NA
"1192","Aedes albopictus",1,NA,1,NA,NA,1,2,6,2008-07-21,NA,NA,NA,NA
"1193","A. aegypti",NA,NA,NA,NA,NA,NA,3,6,2008-07-21,NA,NA,NA,NA
"1194","A. vexans",NA,NA,NA,NA,NA,NA,1,6,2008-07-21,NA,NA,NA,NA
"1195","Ochlerotatus atlanticus",3,NA,NA,NA,1,3,9,6,2008-07-21,NA,NA,NA,NA
"1196","O. dupreei",NA,NA,NA,NA,NA,NA,18,6,2008-07-21,NA,NA,NA,NA
"1197","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,6,2008-07-21,NA,NA,NA,NA
"1198","O. infirmatus",8,NA,3,2,6,10,7,6,2008-07-21,NA,NA,NA,NA
"1199","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,6,2008-07-21,NA,NA,NA,NA
"1200","O. solicitans",NA,NA,NA,NA,NA,NA,15,6,2008-07-21,NA,NA,NA,NA
"1201","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,6,2008-07-21,NA,NA,NA,NA
"1202","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,6,2008-07-21,NA,NA,NA,NA
"1203","Anopheles crucians",4,NA,NA,NA,3,3,34,6,2008-07-21,NA,NA,NA,NA
"1204","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,6,2008-07-21,NA,NA,NA,NA
"1205","Culex  erraticus",NA,NA,NA,NA,NA,NA,25,6,2008-07-21,NA,NA,NA,NA
"1206","C. nigrapalpus",NA,NA,NA,NA,NA,NA,42,6,2008-07-21,NA,NA,NA,NA
"1207","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,6,2008-07-21,NA,NA,NA,NA
"1208","C. restuans",NA,NA,NA,NA,NA,NA,21,6,2008-07-21,NA,NA,NA,NA
"1209","C.  salinarius",NA,NA,2,NA,NA,4,23,6,2008-07-21,NA,NA,NA,NA
"1210","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,6,2008-07-21,NA,NA,NA,NA
"1211","Culiseta  melanura",NA,NA,NA,1,NA,NA,41,6,2008-07-21,NA,NA,NA,NA
"1212","Coquillettidia  perturbans",NA,NA,NA,NA,NA,3,60,6,2008-07-21,NA,NA,NA,NA
"1213","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,6,2008-07-21,NA,NA,NA,NA
"1214","M. dyari",NA,NA,NA,NA,NA,NA,48,6,2008-07-21,NA,NA,NA,NA
"1215","Psorophora  ciliata",NA,NA,NA,NA,NA,NA,51,6,2008-07-21,NA,NA,NA,NA
"1216","P. columbiae",NA,NA,NA,NA,3,NA,50,6,2008-07-21,NA,NA,NA,NA
"1217","P. ferox",NA,NA,1,3,1,NA,52,6,2008-07-21,NA,NA,NA,NA
"1218","P. howardii",NA,NA,NA,NA,NA,NA,54,6,2008-07-21,NA,NA,NA,NA
"1219","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,6,2008-07-21,NA,NA,NA,NA
"1220","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,6,2008-07-21,NA,NA,NA,NA
"1221","U.  lowii",NA,NA,NA,NA,NA,NA,71,6,2008-07-21,NA,NA,NA,NA
"1222","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,6,2008-07-21,NA,NA,NA,NA
"1223","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,6,2008-07-21,NA,NA,NA,NA
"1224","Aedes albopictus",NA,NA,3,NA,NA,NA,2,6,2009-07-22,NA,NA,NA,NA
"1225","A. aegypti",NA,NA,NA,NA,NA,NA,3,6,2009-07-22,NA,NA,NA,NA
"1226","A. vexans",NA,NA,NA,NA,NA,NA,1,6,2009-07-22,NA,NA,NA,NA
"1227","Ochlerotatus atlanticus",3,1,1,NA,NA,79,9,6,2009-07-22,NA,NA,NA,NA
"1228","O. dupreei",NA,NA,NA,NA,NA,NA,18,6,2009-07-22,NA,NA,NA,NA
"1229","O. fulvus pallens",NA,NA,NA,NA,1,37,8,6,2009-07-22,NA,NA,NA,NA
"1230","O. infirmatus",12,9,5,NA,2,137,7,6,2009-07-22,NA,NA,NA,NA
"1231","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,6,2009-07-22,NA,NA,NA,NA
"1232","O. solicitans",NA,NA,NA,NA,NA,NA,15,6,2009-07-22,NA,NA,NA,NA
"1233","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,6,2009-07-22,NA,NA,NA,NA
"1234","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,6,2009-07-22,NA,NA,NA,NA
"1235","Anopheles crucians",NA,15,7,NA,NA,279,34,6,2009-07-22,NA,NA,NA,NA
"1236","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,6,2009-07-22,NA,NA,NA,NA
"1237","Culex  erraticus",9,19,NA,NA,NA,NA,25,6,2009-07-22,NA,NA,NA,NA
"1238","C. nigrapalpus",10,NA,12,NA,NA,175,42,6,2009-07-22,NA,NA,NA,NA
"1239","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,6,2009-07-22,NA,NA,NA,NA
"1240","C. restuans",NA,NA,NA,NA,NA,NA,21,6,2009-07-22,NA,NA,NA,NA
"1241","C.  salinarius",NA,NA,NA,NA,NA,NA,23,6,2009-07-22,NA,NA,NA,NA
"1242","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,6,2009-07-22,NA,NA,NA,NA
"1243","Culiseta  melanura",17,NA,NA,NA,NA,67,41,6,2009-07-22,NA,NA,NA,NA
"1244","Coquillettidia  perturbans",NA,NA,NA,NA,NA,NA,60,6,2009-07-22,NA,NA,NA,NA
"1245","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,6,2009-07-22,NA,NA,NA,NA
"1246","M. dyari",NA,NA,NA,NA,NA,NA,48,6,2009-07-22,NA,NA,NA,NA
"1247","Psorophora  ciliata",NA,NA,NA,NA,NA,NA,51,6,2009-07-22,NA,NA,NA,NA
"1248","P. columbiae",NA,NA,NA,NA,1,NA,50,6,2009-07-22,NA,NA,NA,NA
"1249","P. ferox",NA,NA,2,NA,7,79,52,6,2009-07-22,NA,NA,NA,NA
"1250","P. howardii",NA,NA,NA,NA,NA,NA,54,6,2009-07-22,NA,NA,NA,NA
"1251","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,6,2009-07-22,NA,NA,NA,NA
"1252","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,6,2009-07-22,NA,NA,NA,NA
"1253","U.  lowii",NA,NA,NA,NA,NA,NA,71,6,2009-07-22,NA,NA,NA,NA
"1254","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,6,2009-07-22,NA,NA,NA,NA
"1255","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,6,2009-07-22,NA,NA,NA,NA
"1256","Aedes albopictus",NA,NA,NA,NA,NA,NA,2,6,2012-07-24,NA,NA,NA,NA
"1257","A. aegypti",NA,NA,NA,NA,NA,NA,3,6,2012-07-24,NA,NA,NA,NA
"1258","A. vexans",NA,NA,NA,NA,NA,NA,1,6,2012-07-24,NA,NA,NA,NA
"1259","Ochlerotatus atlanticus",NA,NA,71,NA,68,24,9,6,2012-07-24,NA,NA,NA,NA
"1260","O. dupreei",NA,NA,NA,NA,NA,NA,18,6,2012-07-24,NA,NA,NA,NA
"1261","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,6,2012-07-24,NA,NA,NA,NA
"1262","O. infirmatus",64,NA,32,NA,100,40,7,6,2012-07-24,NA,NA,NA,NA
"1263","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,6,2012-07-24,NA,NA,NA,NA
"1264","O. solicitans",NA,NA,NA,NA,NA,NA,15,6,2012-07-24,NA,NA,NA,NA
"1265","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,6,2012-07-24,NA,NA,NA,NA
"1266","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,6,2012-07-24,NA,NA,NA,NA
"1267","Anopheles crucians",24,NA,27,NA,4,16,34,6,2012-07-24,NA,NA,NA,NA
"1268","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,6,2012-07-24,NA,NA,NA,NA
"1269","Culex  erraticus",NA,NA,NA,NA,NA,NA,25,6,2012-07-24,NA,NA,NA,NA
"1270","C. nigrapalpus",1776,NA,591,1648,248,2144,42,6,2012-07-24,NA,NA,NA,NA
"1271","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,6,2012-07-24,NA,NA,NA,NA
"1272","C. restuans",NA,NA,NA,NA,NA,NA,21,6,2012-07-24,NA,NA,NA,NA
"1273","C.  salinarius",NA,NA,NA,80,24,NA,23,6,2012-07-24,NA,NA,NA,NA
"1274","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,6,2012-07-24,NA,NA,NA,NA
"1275","Culiseta  melanura",NA,NA,16,NA,12,NA,41,6,2012-07-24,NA,NA,NA,NA
"1276","Coquillettidia  perturbans",NA,NA,NA,NA,NA,NA,60,6,2012-07-24,NA,NA,NA,NA
"1277","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,6,2012-07-24,NA,NA,NA,NA
"1278","M. dyari",NA,NA,NA,NA,NA,NA,48,6,2012-07-24,NA,NA,NA,NA
"1279","Psorophora  ciliata",8,NA,NA,NA,NA,NA,51,6,2012-07-24,NA,NA,NA,NA
"1280","P. columbiae",8,NA,NA,NA,4,NA,50,6,2012-07-24,NA,NA,NA,NA
"1281","P. ferox",NA,NA,8,NA,4,24,52,6,2012-07-24,NA,NA,NA,NA
"1282","P. howardii",NA,NA,NA,NA,NA,NA,54,6,2012-07-24,NA,NA,NA,NA
"1283","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,6,2012-07-24,NA,NA,NA,NA
"1284","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,6,2012-07-24,NA,NA,NA,NA
"1285","U.  lowii",NA,NA,NA,NA,NA,NA,71,6,2012-07-24,NA,NA,NA,NA
"1286","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,6,2012-07-24,NA,NA,NA,NA
"1287","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,6,2012-07-24,NA,NA,NA,NA
"1288","Aedes albopictus",NA,NA,NA,NA,1,NA,2,10,2013-07-24,NA,NA,NA,NA
"1289","A. aegypti",NA,NA,NA,NA,NA,NA,3,10,2013-07-24,NA,NA,NA,NA
"1290","A. vexans",NA,NA,NA,NA,NA,NA,1,10,2013-07-24,NA,16,NA,NA
"1291","Ochlerotatus atlanticus",21,15,6,10,NA,NA,9,10,2013-07-24,4,16,NA,NA
"1292","O. dupreei",NA,NA,NA,NA,NA,NA,18,10,2013-07-24,NA,NA,NA,NA
"1293","O. fulvus pallens",2,NA,NA,1,NA,NA,8,10,2013-07-24,2,NA,NA,NA
"1294","O. infirmatus",NA,NA,NA,NA,21,NA,7,10,2013-07-24,NA,NA,NA,NA
"1295","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,10,2013-07-24,NA,NA,NA,NA
"1296","O. sollicitans",NA,NA,NA,NA,NA,NA,15,10,2013-07-24,NA,NA,NA,NA
"1297","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,10,2013-07-24,NA,NA,NA,NA
"1298","O.  triseriatus",NA,NA,NA,1,NA,NA,14,10,2013-07-24,NA,NA,NA,NA
"1299","Anopheles crucians",23,NA,1,1,NA,NA,34,10,2013-07-24,1,48,NA,NA
"1300","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,10,2013-07-24,NA,NA,NA,NA
"1301","Culex  erraticus",5,12,5,1,1,NA,25,10,2013-07-24,4,32,NA,NA
"1302","C. nigripalpus",12,24,30,1,NA,NA,42,10,2013-07-24,3,184,NA,NA
"1303","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,10,2013-07-24,NA,NA,NA,NA
"1304","C. restuans",NA,NA,NA,NA,NA,NA,21,10,2013-07-24,NA,NA,NA,NA
"1305","C.  salinarius",NA,NA,NA,NA,NA,NA,23,10,2013-07-24,NA,NA,NA,NA
"1306","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,10,2013-07-24,NA,NA,NA,NA
"1307","Culiseta  melanura",NA,NA,NA,NA,NA,NA,41,10,2013-07-24,NA,NA,NA,NA
"1308","Coquillettidia  perturbans",2,NA,NA,NA,NA,NA,60,10,2013-07-24,1,16,NA,NA
"1309","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,10,2013-07-24,NA,NA,NA,NA
"1310","M. dyari",1,NA,NA,NA,NA,NA,48,10,2013-07-24,4,112,NA,NA
"1311","Psorophora  ciliata",NA,NA,NA,NA,NA,NA,51,10,2013-07-24,NA,NA,NA,NA
"1312","P. columbiae",NA,NA,NA,NA,NA,NA,50,10,2013-07-24,NA,8,NA,NA
"1313","P. ferox",12,NA,NA,7,2,NA,52,10,2013-07-24,NA,NA,NA,NA
"1314","P. howardii",NA,NA,NA,NA,NA,NA,54,10,2013-07-24,NA,NA,NA,NA
"1315","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,10,2013-07-24,NA,NA,NA,NA
"1316","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,10,2013-07-24,NA,NA,NA,NA
"1317","U.  lowii",NA,NA,NA,NA,NA,NA,71,10,2013-07-24,NA,NA,NA,NA
"1318","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,10,2013-07-24,NA,NA,NA,NA
"1319","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,10,2013-07-24,NA,NA,NA,NA
"1320","Other (Cx coronator)",NA,NA,NA,NA,NA,NA,100,10,2013-07-24,NA,NA,NA,NA
"1321","Aedes albopictus",NA,NA,NA,1,1,NA,2,6,2010-07-27,NA,NA,NA,NA
"1322","A. aegypti",NA,NA,NA,NA,NA,NA,3,6,2010-07-27,NA,NA,NA,NA
"1323","A. vexans",NA,NA,NA,NA,NA,NA,1,6,2010-07-27,NA,NA,NA,NA
"1324","Ochlerotatus atlanticus",142,112,96,2,1,137,9,6,2010-07-27,NA,NA,NA,NA
"1325","O. dupreei",NA,NA,NA,NA,NA,NA,18,6,2010-07-27,NA,NA,NA,NA
"1326","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,6,2010-07-27,NA,NA,NA,NA
"1327","O. infirmatus",97,219,28,1,3,279,7,6,2010-07-27,NA,NA,NA,NA
"1328","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,6,2010-07-27,NA,NA,NA,NA
"1329","O. solicitans",NA,NA,NA,NA,NA,NA,15,6,2010-07-27,NA,NA,NA,NA
"1330","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,6,2010-07-27,NA,NA,NA,NA
"1331","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,6,2010-07-27,NA,NA,NA,NA
"1332","Anopheles crucians",110,7,NA,NA,3,19,34,6,2010-07-27,NA,NA,NA,NA
"1333","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,6,2010-07-27,NA,NA,NA,NA
"1334","Culex  erraticus",3,NA,13,NA,2,17,25,6,2010-07-27,NA,NA,NA,NA
"1335","C. nigrapalpus",182,17,75,4,1,134,42,6,2010-07-27,NA,NA,NA,NA
"1336","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,6,2010-07-27,NA,NA,NA,NA
"1337","C. restuans",NA,NA,NA,NA,NA,NA,21,6,2010-07-27,NA,NA,NA,NA
"1338","C.  salinarius",NA,NA,NA,NA,NA,NA,23,6,2010-07-27,NA,NA,NA,NA
"1339","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,6,2010-07-27,NA,NA,NA,NA
"1340","Culiseta  melanura",NA,NA,NA,NA,NA,NA,41,6,2010-07-27,NA,NA,NA,NA
"1341","Coquillettidia  perturbans",NA,NA,NA,NA,NA,NA,60,6,2010-07-27,NA,NA,NA,NA
"1342","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,6,2010-07-27,NA,NA,NA,NA
"1343","M. dyari",NA,NA,NA,NA,NA,NA,48,6,2010-07-27,NA,NA,NA,NA
"1344","Psorophora  ciliata",NA,NA,NA,NA,NA,1,51,6,2010-07-27,NA,NA,NA,NA
"1345","P. columbiae",NA,3,NA,NA,NA,NA,50,6,2010-07-27,NA,NA,NA,NA
"1346","P. ferox",NA,NA,6,2,NA,5,52,6,2010-07-27,NA,NA,NA,NA
"1347","P. howardii",NA,NA,NA,NA,NA,NA,54,6,2010-07-27,NA,NA,NA,NA
"1348","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,6,2010-07-27,NA,NA,NA,NA
"1349","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,6,2010-07-27,NA,NA,NA,NA
"1350","U.  lowii",NA,NA,NA,NA,NA,NA,71,6,2010-07-27,NA,NA,NA,NA
"1351","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,6,2010-07-27,NA,NA,NA,NA
"1352","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,6,2010-07-27,NA,NA,NA,NA
"1353","Aedes albopictus",NA,NA,2,7,NA,NA,2,6,2008-07-28,NA,NA,NA,NA
"1354","A. aegypti",NA,NA,NA,NA,NA,NA,3,6,2008-07-28,NA,NA,NA,NA
"1355","A. vexans",NA,NA,NA,NA,NA,NA,1,6,2008-07-28,NA,NA,NA,NA
"1356","Ochlerotatus atlanticus",NA,NA,NA,NA,NA,NA,9,6,2008-07-28,NA,NA,NA,NA
"1357","O. dupreei",NA,NA,NA,NA,NA,NA,18,6,2008-07-28,NA,NA,NA,NA
"1358","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,6,2008-07-28,NA,NA,NA,NA
"1359","O. infirmatus",NA,1,1,3,5,3,7,6,2008-07-28,NA,NA,NA,NA
"1360","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,6,2008-07-28,NA,NA,NA,NA
"1361","O. solicitans",NA,NA,NA,NA,NA,NA,15,6,2008-07-28,NA,NA,NA,NA
"1362","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,6,2008-07-28,NA,NA,NA,NA
"1363","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,6,2008-07-28,NA,NA,NA,NA
"1364","Anopheles crucians",NA,NA,NA,NA,NA,2,34,6,2008-07-28,NA,NA,NA,NA
"1365","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,6,2008-07-28,NA,NA,NA,NA
"1366","Culex  erraticus",NA,NA,NA,NA,NA,3,25,6,2008-07-28,NA,NA,NA,NA
"1367","C. nigrapalpus",NA,NA,NA,NA,NA,NA,42,6,2008-07-28,NA,NA,NA,NA
"1368","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,6,2008-07-28,NA,NA,NA,NA
"1369","C. restuans",NA,NA,NA,NA,NA,NA,21,6,2008-07-28,NA,NA,NA,NA
"1370","C.  salinarius",NA,NA,NA,NA,NA,6,23,6,2008-07-28,NA,NA,NA,NA
"1371","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,6,2008-07-28,NA,NA,NA,NA
"1372","Culiseta  melanura",NA,NA,NA,NA,NA,NA,41,6,2008-07-28,NA,NA,NA,NA
"1373","Coquillettidia  perturbans",NA,NA,NA,NA,NA,NA,60,6,2008-07-28,NA,NA,NA,NA
"1374","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,6,2008-07-28,NA,NA,NA,NA
"1375","M. dyari",NA,NA,NA,NA,NA,NA,48,6,2008-07-28,NA,NA,NA,NA
"1376","Psorophora  ciliata",NA,NA,NA,NA,NA,NA,51,6,2008-07-28,NA,NA,NA,NA
"1377","P. columbiae",NA,NA,NA,NA,NA,NA,50,6,2008-07-28,NA,NA,NA,NA
"1378","P. ferox",NA,NA,NA,3,NA,NA,52,6,2008-07-28,NA,NA,NA,NA
"1379","P. howardii",NA,NA,NA,NA,NA,NA,54,6,2008-07-28,NA,NA,NA,NA
"1380","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,6,2008-07-28,NA,NA,NA,NA
"1381","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,6,2008-07-28,NA,NA,NA,NA
"1382","U.  lowii",NA,NA,NA,NA,NA,NA,71,6,2008-07-28,NA,NA,NA,NA
"1383","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,6,2008-07-28,NA,NA,NA,NA
"1384","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,6,2008-07-28,NA,NA,NA,NA
"1385","Aedes albopictus",1,NA,3,NA,NA,NA,2,6,2009-07-29,NA,NA,NA,NA
"1386","A. aegypti",NA,NA,NA,NA,NA,NA,3,6,2009-07-29,NA,NA,NA,NA
"1387","A. vexans",NA,NA,NA,NA,NA,NA,1,6,2009-07-29,NA,NA,NA,NA
"1388","Ochlerotatus atlanticus",7,1,11,NA,5,29,9,6,2009-07-29,NA,NA,NA,NA
"1389","O. dupreei",NA,NA,NA,NA,NA,NA,18,6,2009-07-29,NA,NA,NA,NA
"1390","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,6,2009-07-29,NA,NA,NA,NA
"1391","O. infirmatus",12,7,27,NA,9,85,7,6,2009-07-29,NA,NA,NA,NA
"1392","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,6,2009-07-29,NA,NA,NA,NA
"1393","O. solicitans",NA,NA,NA,NA,NA,NA,15,6,2009-07-29,NA,NA,NA,NA
"1394","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,6,2009-07-29,NA,NA,NA,NA
"1395","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,6,2009-07-29,NA,NA,NA,NA
"1396","Anopheles crucians",NA,15,NA,9,NA,177,34,6,2009-07-29,NA,NA,NA,NA
"1397","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,6,2009-07-29,NA,NA,NA,NA
"1398","Culex  erraticus",3,2,9,NA,6,97,25,6,2009-07-29,NA,NA,NA,NA
"1399","C. nigrapalpus",13,NA,17,NA,19,239,42,6,2009-07-29,NA,NA,NA,NA
"1400","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,6,2009-07-29,NA,NA,NA,NA
"1401","C. restuans",NA,NA,NA,NA,NA,NA,21,6,2009-07-29,NA,NA,NA,NA
"1402","C.  salinarius",NA,NA,NA,NA,NA,NA,23,6,2009-07-29,NA,NA,NA,NA
"1403","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,6,2009-07-29,NA,NA,NA,NA
"1404","Culiseta  melanura",NA,NA,NA,NA,NA,NA,41,6,2009-07-29,NA,NA,NA,NA
"1405","Coquillettidia  perturbans",NA,NA,NA,NA,NA,NA,60,6,2009-07-29,NA,NA,NA,NA
"1406","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,6,2009-07-29,NA,NA,NA,NA
"1407","M. dyari",NA,NA,NA,NA,NA,NA,48,6,2009-07-29,NA,NA,NA,NA
"1408","Psorophora  ciliata",NA,NA,NA,NA,NA,NA,51,6,2009-07-29,NA,NA,NA,NA
"1409","P. columbiae",NA,NA,NA,NA,NA,NA,50,6,2009-07-29,NA,NA,NA,NA
